FMA00009.wav,"Well I'm a student in, at the University of Illinois at Urbana-Champaign and I'm in computer science. I'm graduating this month and I hope I can apply in America but I'm operating in China. That would be good for me."
FMA00012.wav,"Hi, how's it going? I just translated what I said in Chinese. I'm a grad student here in the University of Nebraska-Lincoln and I'm graduating very soon at the end of this year and I'm leaving very soon and I'm going to do my PhD somewhere else. Lincoln is a very nice."
FMA00015.wav,I am a student in Arizona State University. I've just come from China four months ago and my major is physics. I find physics is very interesting and it's also very demanding. It require you very good mathematics and.
FMA00017.wav,I'm a girl from Hong Kong I came here twelve years ago.
FMA00020.wav,"It's a question about me.  I think it's worth not to say anything, because I think that I am old, and I'm not so well.  I just want to go to church."
FMA00022.wav,I study in the united states I mean I study in the university of Missouri as MBA I am freshman and I study computer science and am pursuing an AB degree its finally coming
FMA00024.wav,"Okay. My name is Di Yuo. I come from China and I'm an undergraduate student here at the University of Georgia. And I just, when I go through the computer, internet network I have to found this, I have to find this information."
FMA00027.wav,"Well, I'm not really sure what to talk about. I guess I can just repeat what I said before. I'm like a student here at the University of Texas and waiting, studying to take a final exam in a few hours but decide to take a break and call this phone number."
FMA00032.wav,"My name is Daniel She, I'm away from home, my home is in California, San Francisco Bay area. And I'm here in the east coast in college and I enjoy the life here, I'm sure because it's so different from California"
FMA00033.wav,"My name in young hong Yen.  I came to O G I for my PhD study.  I used to be in speech research, and now I am still working on speech recognition speech recognition and language identification.  That's pretty much all the information about myself."
FMA00040.wav,"My name is Yung Hun. I came to United States in last year last year. Now I work in Burger King for, as a part time job.  I want to go to"
FMA00041.wav,"Hello, my name is hui su. I was, I was born in northeast of China. I came to American about two and a half years ago. My major is material science."
FMA00043.wav,"Okay my name is Wan Chung now I'm in O G I the department of chemistry, molecular biology and yeah the department of chemistry, biochemistry and molecular biology"
FMA00046.wav,I'm a student coming from Chani I am studying mathematics.  Now I am pursuing my PhD degree at the mathematics department at Arizona State University and my major field is non identical systems and bifurcations.  And now I...
FMA00050.wav,"Okay. Let me try. And I grade at in Shanghai now, in Shanghai Medical University with PhD degree and come here with, as a post doctor, Dr. Ying"
FMA00054.wav,"Fun huh, nothing to say."
FMA00055.wav,Ok I was born in and grew up in tai tin Taiwan in nineteen sixty-seven and I finished all my high school education and university education in Taiwan came to the states in ninety two to study at the university of michigan my major is electric engineering I am not a PHD student
FMA00059.wav,"My name is Xi Yang, but you can call me Alan, my English name. I graduate from University of Science and Technology, Beijing, and get my master's degree there. I take tough call in January, nineteen."
FMA00060.wav,I came to the states in nineteen eighty-five I started a New York University. got my PhD physics now im in post doc and research fellow at marcus university in department of biochemical engineering i prefer to stay here
FMA00062.wav,Well my name is Jin Long I'm a student in North State University I have been here for five years now I'm study in education and administration and foundation hopefully I will graduate
